,N2O,CO2,DO,NH_4,NO3,Qair_meas
2012-08-26 05:54:00,15.584,40120.6,0.8275463,0.026041666,0.081018515,2246.7446
2012-08-26 05:55:00,15.3635,40142.6,0.8362268,0.023148147,0.19675925,2237.1238
2012-08-26 05:56:00,15.1777,40157.3,0.84201384,0.019290123,0.19675925,2255.8594
2012-08-26 05:57:00,15.1685,40171.6,0.8072916,0.015432098,0.19675925,2159.65
2012-08-26 05:58:00,14.9392,40186.4,0.7696759,0.011574074,0.19675925,2130.2805
2012-08-26 05:59:00,14.9359,40199.2,0.76388884,0.014467592,0.19675925,2099.8984
2012-08-26 06:00:00,14.8328,40212.4,0.7523148,0.01736111,0.21412036,2069.5166
2012-08-26 06:01:00,14.6945,40227.0,0.70023143,0.020254629,0.21412036,2092.8096
2012-08-26 06:02:00,14.5805,40241.6,0.708912,0.023148147,0.21412036,2022.4247
2012-08-26 06:03:00,14.4585,40253.8,0.697338,0.01736111,0.21412036,2041.1602
2012-08-26 06:04:00,14.4301,40265.2,0.6857639,0.011574074,0.21412036,2004.7019
2012-08-26 06:05:00,14.1614,40276.7,0.6770833,0.005787037,0.28935185,2030.0201
2012-08-26 06:06:00,14.2306,40294.2,0.6192129,0.008680555,0.28935185,2022.931
2012-08-26 06:07:00,14.0902,40310.5,0.5960648,0.011574074,0.28935185,2000.651
2012-08-26 06:08:00,13.9803,40326.1,0.5555555,0.005787037,0.28935185,1987.9918
2012-08-26 06:09:00,13.9882,40339.8,0.546875,0.011574074,0.28935185,1962.6735
2012-08-26 06:10:00,14.0107,40351.0,0.5063657,0.005787037,0.18518518,1961.6608
2012-08-26 06:11:00,13.9108,40367.8,0.5179398,0.011574074,0.17071758,1971.7881
2012-08-26 06:12:00,13.8351,40383.0,0.5555555,0.01736111,0.15625,1968.7499
2012-08-26 06:13:00,13.7712,40396.0,0.546875,0.023148147,0.1417824,1964.1926
2012-08-26 06:14:00,13.6697,40413.1,0.5208333,0.028935185,0.1273148,1986.4727
2012-08-26 06:15:00,13.6945,40431.5,0.5179398,0.03472222,0.1273148,1930.2661
2012-08-26 06:16:00,13.7496,40447.8,0.51215273,0.028935185,0.1273148,1925.2025
2012-08-26 06:17:00,13.5545,40459.0,0.5266203,0.03472222,0.1273148,1927.7343
2012-08-26 06:18:00,13.6464,40474.8,0.51215273,0.030864196,0.1273148,1934.317
2012-08-26 06:19:00,13.7032,40491.4,0.49479166,0.027006172,0.1273148,1881.1487
2012-08-26 06:20:00,13.7705,40501.8,0.47453701,0.023148147,0.0636574,1891.7823
2012-08-26 06:21:00,13.7806,40508.5,0.44560185,0.03472222,0.06944444,1891.276
2012-08-26 06:22:00,13.8009,40516.9,0.41666666,0.028935185,0.17168209,1880.6422
2012-08-26 06:23:00,13.8383,40526.9,0.39641201,0.030864196,0.27391976,1880.1359
2012-08-26 06:24:00,13.798,40536.2,0.39207172,0.03279321,0.3761574,1864.945
2012-08-26 06:25:00,13.833,40546.9,0.38773146,0.03472222,0.3761574,1879.6295
2012-08-26 06:26:00,13.7659,40561.2,0.3790509,0.040509257,0.3761574,1869.5022
2012-08-26 06:27:00,13.7841,40570.9,0.3587963,0.03761574,0.3761574,1924.696
2012-08-26 06:28:00,13.8709,40580.5,0.37326387,0.03472222,0.3761574,1932.2916
2012-08-26 06:29:00,13.9252,40584.7,0.38773146,0.028935185,0.5208333,1941.4061
2012-08-26 06:30:00,13.9745,40591.9,0.3645833,0.040509257,0.5208333,1872.5404
2012-08-26 06:31:00,13.909,40599.7,0.33564815,0.03761574,0.5208333,1891.7823
2012-08-26 06:32:00,13.9433,40607.5,0.3587963,0.03472222,0.5208333,1897.3523
2012-08-26 06:33:00,14.1754,40614.0,0.36747685,0.040509257,0.5208333,1925.2025
2012-08-26 06:34:00,14.1748,40619.2,0.3645833,0.046296295,0.6655092,1887.225
2012-08-26 06:35:00,14.1806,40627.0,0.3761574,0.052083332,0.6712963,1923.6833
2012-08-26 06:36:00,14.2528,40638.4,0.36747685,0.05497685,0.6655092,1928.2406
2012-08-26 06:37:00,14.2949,40648.8,0.3587963,0.05787037,0.6712963,1931.532
2012-08-26 06:38:00,14.2837,40653.5,0.3443287,0.052083332,0.6655092,1934.8234
2012-08-26 06:39:00,14.363,40656.6,0.3298611,0.05787037,0.42824072,1951.0271
2012-08-26 06:40:00,14.3387,40659.3,0.3153935,0.052083332,0.42824072,1949.508
2012-08-26 06:41:00,14.5065,40660.1,0.30671296,0.05497685,0.42824072,1934.8234
2012-08-26 06:42:00,14.5244,40662.7,0.3153935,0.05787037,0.42824072,1952.5461
2012-08-26 06:43:00,14.6408,40667.8,0.3298611,0.0636574,0.42824072,1942.9253
2012-08-26 06:44:00,14.6254,40674.5,0.3472222,0.081018515,0.35300925,1968.7499
2012-08-26 06:45:00,14.6964,40679.6,0.32407406,0.08680555,0.35300925,1937.8616
2012-08-26 06:46:00,14.7364,40685.0,0.3327546,0.08391203,0.35300925,2025.4629
2012-08-26 06:47:00,14.8571,40689.6,0.33854166,0.081018515,0.35300925,2024.9565
2012-08-26 06:48:00,14.9472,40690.6,0.33564815,0.08391203,0.35300925,2017.8674
2012-08-26 06:49:00,14.8724,40691.0,0.35011572,0.08680555,0.2546296,2023.9437
2012-08-26 06:50:00,14.9816,40686.7,0.36747685,0.09259259,0.2546296,2027.4883
2012-08-26 06:51:00,15.0045,40682.2,0.3935185,0.095486104,0.2546296,2023.4374
2012-08-26 06:52:00,15.0314,40688.2,0.38483796,0.09837963,0.2546296,2038.6284
2012-08-26 06:53:00,15.179,40696.0,0.3761574,0.10223765,0.2546296,2001.1573
2012-08-26 06:54:00,15.2976,40700.9,0.3472222,0.10609568,0.3125,2041.6666
2012-08-26 06:55:00,15.2682,40706.4,0.3616898,0.1099537,0.3125,2048.7556
2012-08-26 06:56:00,15.4033,40714.0,0.3645833,0.1099537,0.3125,2060.402
2012-08-26 06:57:00,15.3678,40723.0,0.35011572,0.1099537,0.3125,2047.2366
2012-08-26 06:58:00,15.4898,40732.9,0.3587963,0.1099537,0.3125,2091.7969
2012-08-26 06:59:00,15.5317,40740.5,0.3472222,0.1099537,0.3125,2106.4814
2012-08-26 07:00:00,15.6477,40744.0,0.3616898,0.121527776,0.3125,2064.4531
2012-08-26 07:01:00,15.5946,40745.1,0.35300925,0.11574074,0.3125,2080.6567
2012-08-26 07:02:00,15.6786,40746.0,0.3472222,0.118634254,0.3125,2081.6694
2012-08-26 07:03:00,15.7223,40747.6,0.31828701,0.121527776,0.3125,2071.036
2012-08-26 07:04:00,15.7201,40748.7,0.3472222,0.12442129,0.32407406,2090.2776
2012-08-26 07:05:00,15.817,40752.1,0.32407406,0.1273148,0.32407406,2080.1504
2012-08-26 07:06:00,15.8258,40763.5,0.29224536,0.13888888,0.32407406,2129.7742
2012-08-26 07:07:00,15.8858,40776.2,0.30671296,0.1273148,0.32407406,2128.7615
2012-08-26 07:08:00,16.0617,40783.2,0.3153935,0.13310185,0.32407406,2133.8252
2012-08-26 07:09:00,16.132,40786.3,0.30381945,0.13888888,0.15625,2109.0132
2012-08-26 07:10:00,16.2196,40789.3,0.2806713,0.14467593,0.15625,2103.9495
2012-08-26 07:11:00,16.2349,40794.5,0.27488425,0.14660494,0.15625,2134.838
2012-08-26 07:12:00,16.2582,40796.8,0.2662037,0.14853394,0.15625,1854.3113
2012-08-26 07:13:00,16.3891,40802.0,0.25752315,0.15046296,0.15625,2617.4043
2012-08-26 07:14:00,16.3952,40806.5,0.24305555,0.17939815,0.06944444,2922.743
2012-08-26 07:15:00,16.4949,40809.7,0.2864583,0.19675925,0.06944444,2880.7146
2012-08-26 07:16:00,16.6895,40813.1,0.4253472,0.20254628,0.06944444,2778.4287
2012-08-26 07:17:00,16.9236,40803.1,0.5758102,0.19965276,0.06944444,4227.141
2012-08-26 07:18:00,17.1701,40789.6,0.6568287,0.19675925,0.06944444,3609.881
2012-08-26 07:19:00,17.3072,40779.7,0.87384254,0.24305555,0.0,5072.772
2012-08-26 07:20:00,17.4104,40762.0,1.1284722,0.2662037,0.0,6172.598
2012-08-26 07:21:00,17.6721,40739.8,1.4467592,0.2690972,0.0,6871.383
2012-08-26 07:22:00,17.9333,40653.5,1.8373842,0.27199075,0.0,7564.0913
2012-08-26 07:23:00,17.9045,40538.9,2.2482638,0.2662037,0.0,8045.645
2012-08-26 07:24:00,17.4321,40383.4,2.5289352,0.27199075,0.15046296,8137.803
2012-08-26 07:25:00,16.542,40241.5,2.8211806,0.28935185,0.15046296,8344.907
2012-08-26 07:26:00,15.6633,40119.7,3.0729165,0.29513887,0.15046296,8441.623
2012-08-26 07:27:00,14.6083,39966.7,3.2407405,0.28935185,0.15046296,6037.905
2012-08-26 07:28:00,13.8487,39801.4,3.304398,0.2951389,0.15046296,6821.2524
2012-08-26 07:29:00,13.1069,39698.4,3.064236,0.3009259,0.40509257,7426.3594
2012-08-26 07:30:00,12.6684,39618.0,2.925347,0.3125,0.40509257,7419.2705
2012-08-26 07:31:00,12.1553,39537.9,2.9340277,0.3153935,0.40509257,7284.577
2012-08-26 07:32:00,11.6956,39483.1,2.9947915,0.31828701,0.40509257,6664.2793
2012-08-26 07:33:00,11.2457,39431.6,3.052662,0.3125,0.40509257,7058.232
2012-08-26 07:34:00,10.8045,39394.4,3.070023,0.2546296,0.6018518,7626.374
2012-08-26 07:35:00,10.2993,39378.2,3.0092592,0.22569443,0.6018518,7836.0093
2012-08-26 07:36:00,10.0226,39359.8,3.0410879,0.21556711,0.6018518,8011.7183
2012-08-26 07:37:00,9.75441,39327.5,3.125,0.2054398,0.6018518,8131.2207
2012-08-26 07:38:00,9.4458,39241.2,3.2552083,0.1953125,0.6018518,8169.7046
2012-08-26 07:39:00,9.35938,39155.2,3.3333333,0.18518518,0.5787037,8267.939
2012-08-26 07:40:00,9.0947,39087.6,3.4346063,0.17939815,0.5787037,8248.191
2012-08-26 07:41:00,8.99183,39008.0,3.5561342,0.1736111,0.5787037,8344.4
2012-08-26 07:42:00,8.85922,38947.5,3.59375,0.1736111,0.5787037,8298.321
2012-08-26 07:43:00,8.76135,38918.9,3.532986,0.1736111,0.5787037,8345.92
2012-08-26 07:44:00,8.573,38891.2,3.515625,0.1736111,0.4398148,8326.678
2012-08-26 07:45:00,8.52138,38869.2,3.5561342,0.1736111,0.4398148,8402.126
2012-08-26 07:46:00,8.44391,38849.4,3.6342592,0.16782407,0.4398148,8423.394
2012-08-26 07:47:00,8.39347,38794.5,3.5792823,0.1736111,0.4398148,8370.731
2012-08-26 07:48:00,8.53877,38757.8,3.6342592,0.17650463,0.4398148,8478.081
2012-08-26 07:49:00,8.38189,38682.7,3.6458333,0.17939815,0.42824072,8393.012
2012-08-26 07:50:00,8.30981,38607.0,3.5763888,0.19675925,0.42824072,8411.241
2012-08-26 07:51:00,8.30378,38579.8,3.5040507,0.19097221,0.42824072,8429.977
2012-08-26 07:52:00,8.33002,38572.9,3.5011573,0.18518518,0.42824072,8437.572
2012-08-26 07:53:00,8.29464,38530.7,3.5040507,0.19675925,0.42824072,8433.521
2012-08-26 07:54:00,8.26678,38481.3,3.4693286,0.1736111,0.78125,8535.301
2012-08-26 07:55:00,8.21626,38425.7,3.5011573,0.1707176,0.78125,8416.305
2012-08-26 07:56:00,8.20348,38393.9,3.382523,0.16782407,0.78125,8521.122
2012-08-26 07:57:00,8.26091,38379.0,3.4866898,0.1707176,0.78125,8405.164
2012-08-26 07:58:00,8.24976,38319.5,3.4577546,0.1736111,0.78125,8342.375
2012-08-26 07:59:00,8.39359,38255.1,3.4288194,0.18518518,1.1805555,8375.289
2012-08-26 08:00:00,8.36568,38173.1,3.3101852,0.20254628,1.1805555,8417.317
2012-08-26 08:01:00,8.42004,38120.7,3.3622684,0.2054398,1.1805555,8407.19
2012-08-26 08:02:00,8.5249,38093.3,3.2407405,0.20833333,1.1805555,8416.305
2012-08-26 08:03:00,8.68917,38080.6,3.208912,0.20254628,1.1805555,8387.948
2012-08-26 08:04:00,8.68517,38077.8,3.1886573,0.23148148,1.4583333,8371.744
2012-08-26 08:05:00,8.80355,38041.7,3.1828701,0.27199075,1.4583333,8483.145
2012-08-26 08:06:00,9.00642,37982.1,3.1134257,0.2690972,1.4583333,8378.327
2012-08-26 08:07:00,9.20114,37946.7,3.1495948,0.2662037,1.4583333,8406.684
2012-08-26 08:08:00,9.40452,37911.8,3.1857638,0.2951389,1.4583333,8374.782
2012-08-26 08:09:00,9.48029,37864.0,3.1163194,0.32407406,1.3888888,8453.775
2012-08-26 08:10:00,9.65656,37822.1,3.0989583,0.35300925,1.3888888,8440.61
2012-08-26 08:11:00,9.82622,37758.4,3.1510415,0.3587963,1.3888888,8476.5625
2012-08-26 08:12:00,10.1902,37705.7,3.0989583,0.35300925,1.3888888,8457.826
2012-08-26 08:13:00,10.3945,37662.5,3.0237267,0.3587963,1.3888888,8448.206
2012-08-26 08:14:00,10.5884,37628.6,2.9571757,0.3761574,1.3136574,8496.816
2012-08-26 08:15:00,10.872,37611.5,3.0121527,0.4108796,1.3136574,8448.206
2012-08-26 08:16:00,11.218,37575.3,2.9832175,0.4079861,1.3136574,8547.453
2012-08-26 08:17:00,11.5293,37525.4,2.9513888,0.40509257,1.3136574,8485.17
2012-08-26 08:18:00,11.9122,37472.5,3.0208333,0.4108796,1.3136574,8479.094
2012-08-26 08:19:00,12.1836,37417.4,2.978877,0.4571759,1.2094907,8522.642
2012-08-26 08:20:00,12.4343,37366.9,2.9369211,0.5497685,1.2094907,8487.195
2012-08-26 08:21:00,12.8209,37340.4,2.8848379,0.5555555,1.2094907,8530.743
2012-08-26 08:22:00,13.0525,37289.5,2.8674767,0.57098764,1.2094907,8480.106
2012-08-26 08:23:00,13.2615,37209.0,2.8848379,0.5864197,1.2094907,8518.591
2012-08-26 08:24:00,13.6504,37142.3,2.8761573,0.6018518,1.4814814,8510.488
2012-08-26 08:25:00,14.0687,37079.4,2.8530092,0.6481481,1.4872684,8514.033
2012-08-26 08:26:00,14.4755,37016.2,2.8501155,0.6539352,1.484375,8563.657
2012-08-26 08:27:00,14.8759,36968.1,2.8038194,0.6597222,1.4814814,8565.683
2012-08-26 08:28:00,15.1489,36948.7,2.818287,0.6481481,1.4872684,8490.234
2012-08-26 08:29:00,15.4918,36933.5,2.769097,0.7175926,1.6724536,8514.033
2012-08-26 08:30:00,15.8353,36897.0,2.8125,0.8159722,1.6724536,8490.234
2012-08-26 08:31:00,16.3134,36857.2,2.8038194,0.828993,1.6724536,8479.601
2012-08-26 08:32:00,16.7063,36761.5,2.7662036,0.84201384,1.6724536,8484.664
2012-08-26 08:33:00,17.1611,36688.9,2.8761573,0.8550347,1.6724536,8421.368
2012-08-26 08:34:00,17.6104,36640.3,2.818287,0.8680555,1.886574,8486.183
2012-08-26 08:35:00,18.0103,36592.6,2.8038194,0.9548611,1.886574,8496.311
2012-08-26 08:36:00,18.3858,36558.6,2.7372684,0.94907403,1.886574,8473.523
2012-08-26 08:37:00,18.8153,36482.2,2.740162,0.9548611,1.886574,8518.084
2012-08-26 08:38:00,19.2515,36412.7,2.7546296,0.93749994,1.886574,8522.135
2012-08-26 08:39:00,19.9362,36374.5,2.6967592,1.0185184,1.736111,8439.091
2012-08-26 08:40:00,20.4122,36348.5,2.6359954,1.0706018,1.736111,8465.422
2012-08-26 08:41:00,20.793,36339.1,2.6649306,1.1024306,1.736111,8484.664
2012-08-26 08:42:00,21.0474,36301.0,2.734375,1.1342592,1.736111,8493.778
2012-08-26 08:43:00,21.2727,36251.7,2.7546296,1.1660879,1.736111,8497.323
2012-08-26 08:44:00,21.6328,36208.4,2.7604165,1.1979166,1.7766203,8453.27
2012-08-26 08:45:00,22.2022,36165.3,2.7980323,1.2789352,1.7766203,8445.167
2012-08-26 08:46:00,22.4453,36102.9,2.7806711,1.2731481,1.7766203,8445.674
2012-08-26 08:47:00,22.9987,36060.2,2.6475694,1.2760416,1.7766203,8479.094
2012-08-26 08:48:00,23.481,36026.7,2.679398,1.2789352,1.7766203,8516.059
2012-08-26 08:49:00,23.9969,35998.3,2.7546296,1.2731481,1.9155092,8572.771
2012-08-26 08:50:00,24.5132,35943.8,2.7835648,1.2750771,1.9184027,8518.084
2012-08-26 08:51:00,24.926,35885.8,2.740162,1.2770061,1.9212962,8530.237
2012-08-26 08:52:00,25.4989,35809.7,2.769097,1.2789352,1.9155092,8421.875
2012-08-26 08:53:00,25.8827,35766.6,2.7748842,1.2770061,2.2482638,8442.636
2012-08-26 08:54:00,26.3374,35741.4,2.7170138,1.2750771,2.5810184,8522.135
2012-08-26 08:55:00,26.6011,35716.7,2.679398,1.2731481,2.5810184,8455.295
2012-08-26 08:56:00,26.8911,35698.7,2.6302083,1.2731481,2.5810184,8533.781
2012-08-26 08:57:00,27.1787,35666.6,2.6967592,1.2731481,2.5810184,8429.977
2012-08-26 08:58:00,27.5174,35618.9,2.7083333,1.2731481,2.5810184,8488.209
2012-08-26 08:59:00,27.7638,35572.8,2.7980323,1.2731481,3.1192129,8434.534
2012-08-26 09:00:00,28.1477,35521.6,2.7662036,1.2789352,3.1192129,8589.481
2012-08-26 09:01:00,28.4303,35444.5,2.751736,1.2731481,3.1192129,8480.106
2012-08-26 09:02:00,28.6618,35390.3,2.595486,1.2760416,3.1192129,8561.632
2012-08-26 09:03:00,29.0006,35372.6,2.5723379,1.2789352,3.1192129,8546.44
2012-08-26 09:04:00,29.1765,35318.1,2.745949,1.2731481,3.5821757,8522.135
2012-08-26 09:05:00,29.3368,35255.2,2.7893517,1.730324,3.5821757,8502.894
2012-08-26 09:06:00,29.4784,35218.4,2.7777777,1.724537,3.5821757,8545.428
2012-08-26 09:07:00,29.815,35213.0,2.7922454,1.71875,3.5821757,8479.094
2012-08-26 09:08:00,30.2274,35139.1,2.745949,1.7515432,3.5821757,8494.791
2012-08-26 09:09:00,30.5951,35080.0,2.7633102,1.7843364,3.4837961,8545.428
2012-08-26 09:10:00,30.8658,35045.2,2.7835648,1.8171296,3.4837961,8577.835
2012-08-26 09:11:00,31.1537,34971.3,2.7372684,1.8200231,3.4837961,8482.132
2012-08-26 09:12:00,31.2338,34907.3,2.7054398,1.8229166,3.4837961,8581.886
2012-08-26 09:13:00,31.2453,34848.0,2.7662036,1.8171296,3.4837961,8514.033
2012-08-26 09:14:00,31.2743,34818.3,2.769097,1.9415509,3.304398,8498.842
2012-08-26 09:15:00,31.279,34763.7,2.734375,2.065972,3.304398,8622.3955
2012-08-26 09:16:00,31.4551,34694.5,2.7112267,2.0775461,3.304398,8532.263
2012-08-26 09:17:00,31.4869,34639.8,2.7633102,2.0717592,3.304398,8459.346
2012-08-26 09:18:00,31.6859,34619.3,2.7604165,2.065972,3.304398,8508.97
2012-08-26 09:19:00,31.766,34582.3,2.7748842,2.1296296,3.1076388,8584.418
2012-08-26 09:20:00,31.8778,34524.3,2.7372684,2.193287,3.1076388,8460.358
2012-08-26 09:21:00,31.9556,34474.1,2.740162,2.1875,3.1076388,8560.112
2012-08-26 09:22:00,32.0004,34415.8,2.6504629,2.1817129,3.1076388,8537.832
2012-08-26 09:23:00,32.0549,34395.9,2.5318286,2.193287,3.1076388,8496.816
2012-08-26 09:24:00,32.1752,34341.9,2.6446757,2.2743053,3.3564813,8487.195
2012-08-26 09:25:00,32.1823,34249.0,2.7025461,2.355324,3.3564813,8473.018
2012-08-26 09:26:00,32.3139,34185.5,2.7546296,2.3611112,3.3564813,8504.919
2012-08-26 09:27:00,32.2779,34118.2,2.7488425,2.366898,3.3564813,8492.766
2012-08-26 09:28:00,32.4229,34047.8,2.6880786,2.355324,3.3564813,8517.578
2012-08-26 09:29:00,32.5716,33986.7,2.6967592,2.366898,3.8136573,8438.585
2012-08-26 09:30:00,32.6645,33919.5,2.7604165,2.517361,3.8136573,8505.425
2012-08-26 09:31:00,32.7294,33856.4,2.673611,2.511574,3.8136573,8513.0205
2012-08-26 09:32:00,32.8051,33795.1,2.6504629,2.5144675,3.8136573,8551.504
2012-08-26 09:33:00,33.0186,33739.6,2.751736,2.517361,3.8136573,8529.225
2012-08-26 09:34:00,33.414,33690.5,2.7083333,2.523148,4.1435184,8558.594
2012-08-26 09:35:00,33.7491,33653.1,2.7980323,2.6851852,4.1435184,8464.409
2012-08-26 09:36:00,33.9137,33630.7,2.8125,2.6851852,4.1435184,8551.504
2012-08-26 09:37:00,34.2356,33568.6,2.847222,2.6851852,4.1435184,8539.857
2012-08-26 09:38:00,34.4447,33521.8,2.8616898,2.6851852,4.1435184,8483.651
2012-08-26 09:39:00,34.5538,33483.8,2.7922454,2.6851852,3.9872684,8560.619
2012-08-26 09:40:00,34.7257,33418.1,2.7314813,2.8935184,3.9872684,8545.428
2012-08-26 09:41:00,34.7853,33362.7,2.7170138,2.890625,3.9872684,8568.721
2012-08-26 09:42:00,34.8441,33278.3,2.7199073,2.8877313,3.9872684,8531.25
2012-08-26 09:43:00,35.0639,33201.4,2.7083333,2.9263115,3.9872684,8561.632
2012-08-26 09:44:00,35.2375,33152.0,2.6880786,2.964892,3.6574073,8449.219
2012-08-26 09:45:00,35.4086,33095.5,2.7372684,3.003472,3.6574073,8463.396
2012-08-26 09:46:00,35.4427,33001.7,2.8645833,2.997685,3.6574073,8505.932
2012-08-26 09:47:00,35.5969,32934.4,2.8761573,2.991898,3.6574073,8474.03
2012-08-26 09:48:00,35.8237,32881.9,2.7980323,2.997685,3.6574073,8480.613
2012-08-26 09:49:00,35.9697,32819.5,2.8501155,3.003472,3.3912036,8523.654
2012-08-26 09:50:00,36.2115,32760.1,2.8530092,3.1770833,3.3912036,8473.523
2012-08-26 09:51:00,36.3824,32696.5,2.8501155,3.1770833,3.3912036,8304.904
2012-08-26 09:52:00,36.533,32624.7,2.8530092,3.1770833,3.3912036,8393.519
2012-08-26 09:53:00,36.6493,32553.1,2.7951388,3.1770833,3.3912036,8350.983
2012-08-26 09:54:00,36.7112,32513.8,2.6967592,3.1770833,3.3564813,8304.904
2012-08-26 09:55:00,36.8228,32502.6,2.6591434,3.2696757,3.3584104,8281.611
2012-08-26 09:56:00,36.8718,32473.7,2.7951388,3.2754629,3.3603394,8368.2
2012-08-26 09:57:00,36.9971,32434.1,2.7835648,3.2696757,3.3622684,8230.975
2012-08-26 09:58:00,37.0737,32369.1,2.7777777,3.2638888,3.3564813,8258.825
2012-08-26 09:59:00,37.1111,32309.0,2.7372684,3.28125,3.4375,8183.3765
2012-08-26 10:00:00,37.3777,32272.8,2.8819444,3.298611,3.4375,8132.2334
2012-08-26 10:01:00,37.4967,32234.7,2.7893517,3.304398,3.4375,8170.211
2012-08-26 10:02:00,37.6406,32192.5,2.8414352,3.298611,3.4375,8157.552
2012-08-26 10:03:00,37.6834,32112.9,2.751736,3.304398,3.4375,8174.768
2012-08-26 10:04:00,37.5208,32028.2,2.6938655,3.298611,3.6689813,8158.5645
2012-08-26 10:05:00,37.3906,31978.8,2.6446757,3.4953701,3.6651232,8143.88
2012-08-26 10:06:00,37.3295,31892.1,2.7980323,3.4837961,3.6612654,8226.924
2012-08-26 10:07:00,37.1771,31808.1,2.8211806,3.4953701,3.6574073,8243.634
2012-08-26 10:08:00,37.0175,31737.8,2.7850115,3.4837961,3.6689813,8217.81
2012-08-26 10:09:00,37.1144,31694.4,2.7488425,3.5358796,3.5243053,8285.662
2012-08-26 10:10:00,37.0855,31639.0,2.740162,3.5879629,3.5243053,8262.369
2012-08-26 10:11:00,36.8824,31544.4,2.8125,3.59375,3.5243053,8158.058
2012-08-26 10:12:00,36.7965,31482.8,2.8645833,3.5908566,3.5243053,8148.9434
2012-08-26 10:13:00,36.7039,31439.5,2.9224536,3.5879629,3.5243053,8145.9053
2012-08-26 10:14:00,36.7048,31388.2,2.9340277,3.6371527,3.1770833,8182.87
2012-08-26 10:15:00,36.4558,31310.1,2.8819444,3.6863425,3.1655092,8179.8315
2012-08-26 10:16:00,36.2996,31201.0,2.8559027,3.6834488,3.1770833,8154.5137
2012-08-26 10:17:00,36.0225,31075.5,2.8848379,3.6805553,3.0285492,8125.144
2012-08-26 10:18:00,35.8262,30992.2,2.9398148,3.6834488,2.8800154,8099.32
2012-08-26 10:19:00,35.7561,30912.9,2.9484954,3.6863425,2.7314813,8121.5996
2012-08-26 10:20:00,35.6199,30829.8,2.9832175,3.7905092,2.7314813,8195.529
2012-08-26 10:21:00,35.3549,30767.2,2.8645833,3.7962961,2.7314813,8126.6636
2012-08-26 10:22:00,35.0647,30719.9,2.8211806,3.8179975,2.7314813,8153.501
2012-08-26 10:23:00,34.8918,30664.9,2.8848379,3.8396988,2.7314813,8173.249
2012-08-26 10:24:00,34.7601,30612.0,2.818287,3.8614004,2.8067129,8095.775
2012-08-26 10:25:00,34.5225,30554.9,2.8819444,3.8831017,2.8067129,8106.4087
2012-08-26 10:26:00,34.2766,30500.7,2.9427083,3.8845484,2.8067129,8129.1953
2012-08-26 10:27:00,34.3005,30460.3,2.986111,3.8859954,2.8067129,8191.478
2012-08-26 10:28:00,34.2483,30437.6,2.9629629,3.887442,2.8067129,8135.2715
2012-08-26 10:29:00,34.1405,30388.2,2.9484954,3.8888888,2.9513888,8185.908
2012-08-26 10:30:00,33.8938,30279.2,2.9976852,3.9641201,2.9513888,8109.953
2012-08-26 10:31:00,33.5392,30188.0,2.9832175,3.9670138,2.9513888,8189.4526
2012-08-26 10:32:00,33.2944,30079.7,3.0410879,3.9699073,2.9513888,8098.307
2012-08-26 10:33:00,32.9529,29970.9,3.0121527,3.9670138,2.9513888,8165.147
2012-08-26 10:34:00,32.7544,29924.8,3.0439813,3.9641201,2.9629629,8123.625
2012-08-26 10:35:00,32.4699,29910.1,3.0237267,3.9988425,2.9629629,8142.361
2012-08-26 10:36:00,32.2691,29876.4,2.96875,3.9930553,2.9629629,8117.549
2012-08-26 10:37:00,31.9202,29819.5,3.052662,3.990162,2.9629629,8135.2715
2012-08-26 10:38:00,31.6341,29732.9,3.1510415,3.9872684,2.9629629,8079.065
2012-08-26 10:39:00,31.2737,29651.0,3.125,3.995949,2.662037,8151.9814
2012-08-26 10:40:00,30.8086,29555.7,3.1018517,4.0046296,2.662037,8071.4697
2012-08-26 10:41:00,30.4342,29467.5,2.9629629,3.9988425,2.662037,8145.9053
2012-08-26 10:42:00,29.9123,29357.4,3.0960648,4.001736,2.662037,8097.294
2012-08-26 10:43:00,29.4332,29291.2,3.1655092,4.0046296,2.662037,8132.7397
2012-08-26 10:44:00,28.9865,29245.8,3.159722,3.9988425,2.662037,8052.734
2012-08-26 10:45:00,28.6288,29177.2,3.1076388,4.0509257,2.662037,8198.061
2012-08-26 10:46:00,28.1655,29069.6,3.0671296,4.045139,2.662037,8108.9404
2012-08-26 10:47:00,27.668,29009.0,3.0063655,4.0509257,2.662037,8166.6665
2012-08-26 10:48:00,27.2226,28938.7,3.142361,4.045139,2.662037,8210.214
2012-08-26 10:49:00,26.7424,28849.1,3.1973379,4.0509257,2.8414352,8094.762
2012-08-26 10:50:00,26.2612,28794.7,3.1741898,4.0046296,2.8414352,7597.511
2012-08-26 10:51:00,25.9469,28781.5,3.2002313,4.0084877,2.8414352,7617.7656
2012-08-26 10:52:00,25.5502,28777.1,3.2233796,4.0123453,2.8414352,7571.18
2012-08-26 10:53:00,25.1428,28741.9,3.0960648,4.0162034,2.8414352,7563.5845
2012-08-26 10:54:00,24.6367,28674.0,3.0208333,4.0046296,3.1192129,7523.0757
2012-08-26 10:55:00,24.1202,28592.8,3.0410879,3.9872684,3.1192129,7583.333
2012-08-26 10:56:00,23.5771,28518.8,3.058449,3.9756944,3.1192129,7595.992
2012-08-26 10:57:00,23.1469,28469.4,3.0729165,3.9641204,3.1192129,7541.3047
2012-08-26 10:58:00,22.6074,28419.4,3.0931711,3.9525461,3.1192129,7575.231
